DATA IN NGS FORMAT FROM DATABASE 19JUL15XA_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  1.827   3.573 -0.0011 -0.0260  0.0085 -0.0249     -34805.393              4704
   0.00000   0.00000    .00000    .00000    .00000    .00000                4705                
    17.887    19.300  1000.292   991.500    22.807    99.000 0 0            4706                
        0.1334301290   0.04311        0.0048955530   0.00367  0             4708                
KATH12M   SESHAN25  1639-062 2019 07 15 17 07  50.0000000000                4801                
    -597971.52645915   0.00893  -265748.0523293574   0.00768 0      I       4802                
   0.00069    .00000    .00000    .00000  -2.443226061983916       0.0      4803                
  1.827   2.636 -0.0011  0.0695  0.0085 -0.0119      17873.274              4804
   0.00000   0.00000    .00000    .00000    .00000    .00000                4805                
    17.887    25.133  1000.292  1006.967    22.807    93.200 0 0            4806                
        0.7268053612   0.00808        0.0108917419   0.00421  0             4808                
KATH12M   WETTZELL  1639-062 2019 07 15 17 07  50.0000000000                4901                
    -503416.63761740   0.00770 -2164641.6706153443   0.00576 0      I       4902                
   0.00075    .00000    .00000    .00000  -0.769382578391984       0.0      4903                
  1.827   1.058 -0.0011 -0.0056  0.0085 -0.0113      -4933.712              4904
   0.00000  -0.01112    .00000    .00000    .00000    .00000                4905                
    17.887    21.933  1000.292   944.500    22.807    35.567 0 0            4906                
        1.5911644846   0.00808        0.0107220539   0.00377  0             4908                
KATH12M   YARRA12M  1639-062 2019 07 15 17 07  50.0000000000                5001                
   -4743337.99360188   0.01034  -315271.3588151020   0.00410 0      I       5002                
   0.00041    .00000    .00000    .00000   0.835174108909629       0.0      5003                
  1.827   0.124 -0.0011  0.0036  0.0085  0.0009      14423.706              5004
   0.00000   0.00000    .00000    .00000    .00000    .00000                5005                
    17.887    10.751  1000.292   995.516    22.807    59.195 0 0            5006                
        0.0545370265   0.00789        0.0115140762   0.00181  0             5008                
MATERA    SESHAN25  1639-062 2019 07 15 17 07  50.0000000000                5101                
    2410951.20183545   0.01465  1963302.5854161682   0.01282 1      I       5102                
   0.00043    .00000    .00000    .00000   2.608034987095143       0.0      5103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5104
   1.88778   0.00000    .00000    .00000    .00000    .00000                5105                
    22.428    25.133   952.700  1006.967    51.857    93.200 0 0            5106                
       -0.2808754106   0.01145        0.1178966123   0.00486  0             5108                
MATERA    WETTZELL  1639-062 2019 07 15 17 07  50.0000000000                5201                
    2505500.37547223   0.00859    64406.0385681566   0.00752 0      I       5202                
   0.00073    .00000    .00000    .00000   2.588451165703136       0.0      5203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5204
   1.88778  -0.01112    .00000    .00000    .00000    .00000                5205                
    22.428    21.933   952.700   944.500    51.857    35.567 0 0            5206                
        0.5555845892   0.00801        0.0233649296   0.00354  0             5208                
MATERA    YARRA12M  1639-062 2019 07 15 17 07  50.0000000000                5301                
   -1734415.41583749   0.02394  1913780.4173140842   0.02095 0      I       5302                
   0.00026    .00000    .00000    .00000  -4.671751805311171       0.0      5303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5304
   1.88778   0.00000    .00000    .00000    .00000    .00000                5305                
    22.428    10.751   952.700   995.516    51.857    59.195 0 0            5306                
       -0.9496521258   0.01828        0.0204632145   0.00771  0             5308                
SEJONG    MATERA    1639-062 2019 07 15 17 07  50.0000000000                5401                
   -4711187.80196981   0.02507 -1951351.1930610326   0.02194 0      I       5402                
   0.00026    .00000    .00000    .00000  -2.707811915231616       0.0      5403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              5404
   0.00000   1.88778    .00000    .00000    .00000    .00000                5405                
    19.300    22.428   991.500   952.700    99.000    51.857 0 0            5406                
        0.8747452686   0.06821        0.0461536744   0.01279  0             5408                
SEJONG    SESHAN25  1639-062 2019 07 15 17 07  50.0000000000                5501                
   -2300245.85151711   0.00684    11948.8922555583   0.00588 0      I       5502                
   0.00096    .00000    .00000    .00000  -6.130810414881831       0.0      5503                
  3.573   2.636 -0.0260  0.0695 -0.0249 -0.0119      52678.667              5504
   0.00000   0.00000    .00000    .00000    .00000    .00000                5505                
    19.300    25.133   991.500  1006.967    99.000    93.200 0 0            5506                
