DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
        1.7881764652   0.02425       -0.0152152995   0.01130  0           159708                
FORTLEZA  HART15M   0454-234 2019 07 12 06 38  16.0000000000              159801                
  -17655688.73131232   0.01935  1029432.1417154657   0.03947 0      I     159802                
   0.00050    .00000    .00000    .00000  -2.662903828717937       0.0    159803                
  6.803   0.053  0.0577  0.0000  0.0065  0.0004       3049.789            159804
   0.01802   0.00000    .00000    .00000    .00000    .00000              159805                
    25.373     8.371  1009.300   871.500    82.480    57.362 0 0          159806                
        0.1028331721   0.00989        0.0123601154   0.00968  0           159808                
FORTLEZA  WETTZELL  0454-234 2019 07 12 06 38  16.0000000000              159901                
   -1693009.14072068   0.01281   914899.1888860440   0.02612 0      I     159902                
   0.00075    .00000    .00000    .00000  -3.883391141517118       0.0    159903                
  6.803   1.768  0.0577 -0.0056  0.0065  0.0522      -2997.261            159904
   0.01802   0.00782    .00000    .00000    .00000    .00000              159905                
    25.373    15.600  1009.300   943.424    82.480    96.180 0 0          159906                
        1.3638602073   0.00957       -0.0212440157   0.01225  0           159908                
FORTLEZA  YEBES40M  0454-234 2019 07 12 06 38  16.0000000000              160001                
   -1685647.46200764   0.00814   604481.7022393147   0.01720 0      I     160002                
   0.00121    .00000    .00000    .00000   0.183514053146318       0.0    160003                
  6.803   1.478  0.0577  0.0520  0.0065  0.0182      -8064.718            160004
   0.01802  -0.01187    .00000    .00000    .00000    .00000              160005                
    25.373    22.911  1009.300   913.500    82.480    28.886 0 0          160006                
       -1.2874524531   0.00754       -0.0087772112   0.01061  0           160008                
HART15M   WETTZELL  0454-234 2019 07 12 06 38  16.0000000000              160101                
   15962677.59598445   0.00698  -114533.4343497661   0.01423 0      I     160102                
   0.00138    .00000    .00000    .00000   1.215097474227025       0.0    160103                
  0.053   1.768  0.0000 -0.0056  0.0004  0.0522      -6047.049            160104
   0.00000   0.00782    .00000    .00000    .00000    .00000              160105                
     8.371    15.600   871.500   943.424    57.362    96.180 0 0          160106                
        1.2436555800   0.00489       -0.0308538696   0.00559  0           160108                
HART15M   YEBES40M  0454-234 2019 07 12 06 38  16.0000000000              160201                
   15970033.78903941   0.00513  -424950.7940329874   0.01123 0      I     160202                
   0.00195    .00000    .00000    .00000   5.084029382079722       0.0    160203                
  0.053   1.478  0.0000  0.0520  0.0004  0.0182     -11114.507            160204
   0.00000  -0.01187    .00000    .00000    .00000    .00000              160205                
     8.371    22.911   871.500   913.500    57.362    28.886 0 0          160206                
       -1.3918619742   0.00424       -0.0009631888   0.00601  0           160208                
WETTZELL  YEBES40M  0454-234 2019 07 12 06 38  16.0000000000              160301                
       7361.14951275   0.00265  -310417.3188296505   0.00580 0      I     160302                
   0.00374    .00000    .00000    .00000   2.140264057428175       0.0    160303                
  1.768   1.478 -0.0056  0.0520  0.0522  0.0182      -5067.458            160304
   0.00782  -0.01187    .00000    .00000    .00000    .00000              160305                
    15.600    22.911   943.424   913.500    96.180    28.886 0 0          160306                
       -2.6333745781   0.00389        0.0133336722   0.00603  0           160308                
NYALES20  SVETLOE   1226+373 2019 07 12 06 39  18.0000000000              160401                
    4250986.71566991   0.03043  -347900.6624903580   0.05454 0      I     160402                
   0.00029    .00000    .00000    .00000   1.424681194639372       0.1    160403                
  0.427   1.595  0.0258 -0.0200  0.0119 -0.0394     385628.752            160404
  -0.11244   0.00000    .00000    .00000    .00000    .00000              160405                
     4.688    11.715  1007.100   999.800    90.738    68.636 0 0          160406                
       -1.9628858765   0.02167        0.0087111543   0.01973  0           160408                
HART15M   WETTZELL  0606-223 2019 07 12 06 40  14.0000000000              160501                
   15784176.99658022   0.01755    21243.6555331505   0.03580 0      I     160502                
   0.00054    .00000    .00000    .00000   4.200843938196199       0.0    160503                
  0.058   3.387 -0.0000 -0.0034  0.0011  0.2914      -6047.064            160504
   0.00000   0.00721    .00000    .00000    .00000    .00000              160505                
     8.670    15.531   871.506   943.500    56.495    95.465 0 0          160506                
        1.2805492942   0.01939        0.0219125323   0.02485  0           160508                
KATH12M   YARRA12M  1144-379 2019 07 12 06 41  54.0000000000              160601                
      80977.77174581   0.01846  -258144.9800959136   0.02540 0      I     160602                
   0.00043    .00000    .00000    .00000   4.448339221464424       0.0    160603                
  0.528   0.134  0.0009 -0.0002 -0.0004  0.0002      14064.679            160604
   0.00000   0.00000    .00000    .00000    .00000    .00000              160605                
    30.482    17.851   997.850   994.974    31.005    50.777 0 0          160606                
       -0.0238493917   0.02279       -0.0280872628   0.01995  0           160608                
FORTLEZA  YEBES40M  2255-282 2019 07 12 06 42  47.0000000000              160701                
   15175343.43385899   0.00219   532837.2250315362   0.00324 0      I     160702                
   0.00377    .00000    .00000    .00000   0.993163344259435       0.0    160703                
  1.028   1.549  0.0013  0.0708 -0.0000 -0.0192      -8064.817            160704
   0.01552  -0.00452    .00000    .00000    .00000    .00000              160705                
    25.300    23.048  1009.400   913.512    83.435    28.000 0 0          160706                
       -1.3246683590   0.00631       -0.0310128450   0.00677  0           160708                
SVETLOE   WETTZELL  0749+540 2019 07 12 06 43   0.0000000000              160801                
    2892554.35386358   0.01141  -196171.4496213354   0.02250 0      I     160802                
   0.00083    .00000    .00000    .00000   3.953139863098512       0.0    160803                
  0.549   0.498 -0.0002 -0.0001 -0.0031  0.0051    -216740.058            160804
   0.00000   0.00940    .00000    .00000    .00000    .00000              160805                
