DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4504
   0.00000   0.00000    .00000    .00000    .00000    .00000                4505                
    26.754    15.264   990.682   983.000    82.264    50.000 0 0            4506                
        0.6648907730   0.03273       -0.0216988605   0.01836  0             4508                
ISHIOKA   ZELENCHK  1101+384 2019 01 10 18 45  33.0000000000                4601                
   13078006.90638015   0.02948  -971168.0330879894   0.01569 4      I       4602                
   0.00017    .00000    .00000    .00000   0.416641033056591       0.1      4603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4604
   0.00000   0.00000    .00000    .00000    .00000    .00000                4605                
     3.727    -1.000   998.800   884.900    66.322    61.600 0 0            4606                
       -0.4366584297   0.03403        0.0113526831   0.01225  0             4608                
KATH12M   YARRA12M  1144-379 2019 01 10 18 46  20.0000000000                4701                
      -5232.88089150   0.03454  -263099.5234317207   0.04746 2      I       4702                
   0.00023    .00000    .00000    .00000  -0.978529540385559       0.1      4703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000              4704
   0.00000   0.00000    .00000    .00000    .00000    .00000                4705                
    26.768    15.188   990.744   983.012    81.879    50.000 0 0            4706                
        0.6215806900   0.03024       -0.0320001220   0.02507  0             4708                
FORTLEZA  HART15M   0415+398 2019 01 10 18 47  21.0000000000                4801                
   -4491314.02659666   0.07104  1021306.3626909415   0.02109 0      I       4802                
   0.00005    .00000    .00000    .00000  -4.098500788033325       0.1      4803                
  4.307   1.302  0.0759  0.0515 -0.0180  0.0008      11769.645              4804
  -0.02591   0.00000    .00000    .00000    .00000    .00000                4805                
    10.000    17.635  1000.000   859.200    50.000    86.975 0 0            4806                
       -0.4899651804   0.03211       -0.0558528796   0.00341  0             4808                
FORTLEZA  MATERA    0415+398 2019 01 10 18 47  21.0000000000                4901                
  -16555684.96701765   0.05996   868137.5091468720   0.01780 0      I       4902                
   0.00006    .00000    .00000    .00000  -3.501421935850323       0.1      4903                
  4.307   0.251  0.0759  0.0000 -0.0180 -0.0018      -1877.745              4904
  -0.02591   0.78704    .00000    .00000    .00000    .00000                4905                
    10.000     1.200  1000.000   950.266    50.000    93.534 0 0            4906                
        0.9433483367   0.03051       -0.0704905935   0.00353  0             4908                
FORTLEZA  YEBES40M  0415+398 2019 01 10 18 47  21.0000000000                5001                
  -14654575.23154869   0.01680   589267.6760899916   0.00528 0      I       5002                
   0.00022    .00000    .00000    .00000  -4.085228392108697       0.0      5003                
  4.307   0.025  0.0759 -0.0004 -0.0180 -0.0011      -5059.004              5004
  -0.02591   0.01103    .00000    .00000    .00000    .00000                5005                
    10.000     0.894  1000.000   913.735    50.000    40.352 0 0            5006                
       -2.4100699971   0.01324       -0.0704461955   0.00274  0             5008                
HART15M   MATERA    0415+398 2019 01 10 18 47  21.0000000000                5101                
  -12064371.56226776   0.04816  -153168.7884460259   0.01430 0      I       5102                
   0.00008    .00000    .00000    .00000  -0.460568011024685       0.1      5103                
  1.302   0.251  0.0515  0.0000  0.0008 -0.0018     -13647.389              5104
   0.00000   0.78704    .00000    .00000    .00000    .00000                5105                
    17.635     1.200   859.200   950.266    86.975    93.534 0 0            5106                
        1.4134733384   0.02265       -0.0126804591   0.00226  0             5108                
HART15M   YEBES40M  0415+398 2019 01 10 18 47  21.0000000000                5201                
  -10163263.01632369   0.01750  -432038.3759649134   0.00553 0      I       5202                
   0.00021    .00000    .00000    .00000  -3.510081470450825       0.0      5203                
  1.302   0.025  0.0515 -0.0004  0.0008 -0.0011     -16828.649              5204
   0.00000   0.01103    .00000    .00000    .00000    .00000                5205                
    17.635     0.894   859.200   913.735    86.975    40.352 0 0            5206                
       -1.9470492469   0.00998       -0.0171374337   0.00175  0             5208                
MATERA    YEBES40M  0415+398 2019 01 10 18 47  21.0000000000                5301                
    1901105.15893789   0.00970  -278869.7606155249   0.00306 0      I       5302                
   0.00039    .00000    .00000    .00000   0.033025731681207       0.0      5303                
